Name,Act
1973628,26.000000000000000000000000000000
1973629,24.000000000000000000000000000000
1973630,40.000000000000000000000000000000
1973631,29.000000000000000000000000000000
1973632,50.000000000000000000000000000000
1973633,86.000000000000000000000000000000
1973634,39.000000000000000000000000000000
1973635,65.000000000000000000000000000000
1973636,254.000000000000000000000000000000
1973637,401.000000000000000000000000000000
1973638,47.000000000000000000000000000000
1973639,71.000000000000000000000000000000
1973640,99.000000000000000000000000000000
1973641,66.000000000000000000000000000000
1973642,189.000000000000000000000000000000
1973643,57.000000000000000000000000000000
1973644,236.000000000000000000000000000000
1973645,99.000000000000000000000000000000
1973646,137.000000000000000000000000000000
1973647,222.000000000000000000000000000000
1973648,58.000000000000000000000000000000
1973649,99.000000000000000000000000000000
1973650,30.000000000000000000000000000000
1973651,78.000000000000000000000000000000
1973652,59.000000000000000000000000000000
1973653,64.000000000000000000000000000000
1973654,43.000000000000000000000000000000
1973655,57.000000000000000000000000000000
1973656,58.000000000000000000000000000000
1973657,24.000000000000000000000000000000
1973658,40.000000000000000000000000000000
1973659,30.000000000000000000000000000000
1973660,32.000000000000000000000000000000
1973661,61.000000000000000000000000000000
1973662,37.000000000000000000000000000000
1973663,29.000000000000000000000000000000
1973664,308.000000000000000000000000000000
1973665,224.000000000000000000000000000000
1973666,68.000000000000000000000000000000
1973667,380.000000000000000000000000000000
1973668,459.000000000000000000000000000000
1973669,539.000000000000000000000000000000
1973670,309.000000000000000000000000000000
1973671,184.000000000000000000000000000000
1973672,188.000000000000000000000000000000
1973673,194.000000000000000000000000000000
1973674,226.000000000000000000000000000000
1973675,541.000000000000000000000000000000
1973676,596.000000000000000000000000000000
1973677,67.000000000000000000000000000000
1973678,72.000000000000000000000000000000
1973679,78.000000000000000000000000000000
1973680,402.000000000000000000000000000000
1973681,574.000000000000000000000000000000
1973682,58.000000000000000000000000000000
1973683,225.000000000000000000000000000000
1973684,135.000000000000000000000000000000
1973685,103.000000000000000000000000000000
1973686,215.000000000000000000000000000000
1973687,591.000000000000000000000000000000
1973688,206.000000000000000000000000000000
1973689,109.000000000000000000000000000000
1973690,163.000000000000000000000000000000
1973691,312.000000000000000000000000000000
1973692,647.000000000000000000000000000000
1973693,215.000000000000000000000000000000
1973694,192.000000000000000000000000000000
1973695,178.000000000000000000000000000000
1973696,481.000000000000000000000000000000
1973697,92.000000000000000000000000000000
1973698,116.000000000000000000000000000000
1973699,270.000000000000000000000000000000
1973700,1269.000000000000000000000000000000
1973701,123.000000000000000000000000000000
1973702,1017.000000000000000000000000000000
1973703,498.000000000000000000000000000000
1973704,552.000000000000000000000000000000
1973705,370.000000000000000000000000000000
1973706,65.000000000000000000000000000000
1973707,162.000000000000000000000000000000
1973708,68.000000000000000000000000000000
1973709,97.000000000000000000000000000000
1973710,121.000000000000000000000000000000
1973711,181.000000000000000000000000000000
1973712,36.000000000000000000000000000000
1973713,63.000000000000000000000000000000
1973714,84.000000000000000000000000000000
1973715,118.000000000000000000000000000000
1973716,366.000000000000000000000000000000
1973717,89.000000000000000000000000000000
1973718,499.000000000000000000000000000000
1973719,177.000000000000000000000000000000
1973720,246.000000000000000000000000000000
1973721,436.000000000000000000000000000000
1973722,27.000000000000000000000000000000
1973723,186.000000000000000000000000000000
1973724,97.000000000000000000000000000000
1973725,63.000000000000000000000000000000
1973726,251.000000000000000000000000000000
1973727,60.000000000000000000000000000000
1973728,211.000000000000000000000000000000
1975785,121.000000000000000000000000000000
1975786,134.000000000000000000000000000000
1975787,213.000000000000000000000000000000
1975788,81.000000000000000000000000000000
1975789,36.000000000000000000000000000000
1975790,73.000000000000000000000000000000
1975791,152.000000000000000000000000000000
1975792,217.000000000000000000000000000000
1975793,19.000000000000000000000000000000
1975794,546.000000000000000000000000000000
1975795,86.000000000000000000000000000000
1975796,205.000000000000000000000000000000
1975797,234.000000000000000000000000000000
1975798,198.000000000000000000000000000000
